iso3,canal,q,v,q_sea_predict,v_sea_predict,q_canal,v_canal,q_canal_import,q_canal_export,v_canal_import,v_canal_export,share_q,revenue_USD,likelihood_drought,timescale_drought,severity_drought,likelihood_EQ,timescale_EQ,severity_EQ,likelihood_conflict,timescale_conflict,severity_conflict,likelihood_terrorist,timescale_terrorist,severity_terrorist,likelihood_piracy,timescale_piracy,severity_piracy,likelihood_blockage,timescale_blockage,severity_blockage,likelihood_geopolitical,timescale_geopolitical,severity_geopolitical,likelihood_TC,timescale_TC,severity_TC,v_share,v_share_mar,trade_at_risk_piracy_v,trade_at_risk_geopolitical_v,trade_at_risk_blockage_v,trade_at_risk_drought_v,trade_at_risk_EQ_v,trade_at_risk_TC_v,trade_at_risk_terrorist_v,trade_at_risk_conflict_v,trade_at_risk_piracy_q,trade_at_risk_geopolitical_q,trade_at_risk_blockage_q,trade_at_risk_drought_q,trade_at_risk_EQ_q,trade_at_risk_TC_q,trade_at_risk_terrorist_q,trade_at_risk_conflict_q,revenue_at_risk_piracy,revenue_at_risk_geopolitical,revenue_at_risk_blockage,revenue_at_risk_drought,revenue_at_risk_EQ,revenue_at_risk_TC,revenue_at_risk_terrorist,revenue_at_risk_conflict,trade_impacted_piracy,trade_impacted_geopolitical,trade_impacted_blockage,trade_impacted_drought,trade_impacted_EQ,trade_impacted_TC,trade_impacted_terrorist,trade_impacted_conflict,trade_at_risk_v,trade_at_risk_q,revenue_at_risk,trade_impacted
CAN,Panama Canal,1515862620.7464564,9600.0,768000000.0,768.0,151586262.07464564,157.07345578832934,75793131.03732282,75793131.03732282,78.53672789416467,78.53672789416467,0.1,235610183682.49402,40.0,250.0,0.33,25.0,365.0,1.0,3.5,10,0.2,5.0,10,0.2,0.2,14,0.01,4.0,3,1,4.2,30,0.5,1.25,3,1,0.016361818311284308,0.20452272889105383,0.3012367645255631,1.536922267987567,0.32275367627738905,0.8875726097628199,6.282938231533174,1.032811764087645,0.1721352940146075,0.24590756287801072,290713.3793212382,1483231.5271491744,311478.62070132664,856566.2069286484,6063450.482985825,996731.5862442453,166121.93104070757,237317.04434386792,451855146.78834474,2305383401.98135,484130514.4160836,1331358914.6442301,9424407347.29976,1549217646.1314676,258202941.0219113,368861344.31701607,0.06024735290511263,6.455073525547781,1.2910147051095562,35.502904390512796,157.07345578832934,1.2910147051095562,0.8606764700730376,0.8606764700730376,10.782278171066777,10405610.778715033,16173417256.600166,203.3950634076602
CAN,Gibraltar Strait,700244771.2284799,9600.0,768000000.0,768.0,70024477.12284799,73.3801663392609,35012238.561423995,35012238.561423995,36.69008316963045,36.69008316963045,0.1,110070249508.89134,,0.0,,,0.0,,7.0,10,0.2,10.0,10,0.2,,14,0.01,5.0,3,1,5.0,30,0.5,10.0,3,1,0.007643767327006343,0.09554709158757929,,0.6031246548432402,0.12062493096864804,,,0.06031246548432402,0.04020831032288269,0.057440443318403825,,575543.647585052,115108.72951701039,,,57554.364758505195,38369.576505670135,54813.68072238591,,904686982.2648604,180937396.45297208,,,90468698.22648604,60312465.48432403,86160664.97760575,0.028145817226017878,3.015623274216201,0.6031246548432402,,,0.6031246548432402,0.40208310322882684,0.40208310322882684,0.8817108049374988,841389.9990886236,1322566207.4062483,5.054184607586353
CAN,Suez Canal,527557643.8239964,9600.0,768000000.0,768.0,52755764.38239964,54.31176017571705,26377882.19119982,26377882.19119982,27.155880087858524,27.155880087858524,0.09999999999999999,81467640263.57556,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.005657475018303859,0.07071843772879824,0.0833276320504152,1.1011151378090578,0.08927960576830199,,,0.015608322686766079,0.09599957609494839,0.11903947435773599,80940.35083327068,1069568.9217253625,86721.80446421859,,,15161.154626611637,93249.252112063,115629.07261895813,124991448.0756228,1651672706.7135866,133919408.65245296,,,23412484.030149117,143999364.14242253,178559211.536604,0.0208319080126038,2.4224533031799274,0.4463980288415099,,,0.4463980288415099,0.29759868589433996,0.29759868589433996,1.5043697487672256,1461270.5563804847,2256554623.150838,3.931278640664231
KOR,Strait of Malacca,2944527236.5929055,12800.0,1024000000.0,1024.0,294452723.65929055,291.95961723998477,147226361.82964528,147226361.82964528,145.97980861999238,145.97980861999238,0.1,437939425859.9771,,0.0,,14.0,365.0,1.0,2.1,10,0.2,4.2,10,0.2,0.08,14,0.01,4.0,3,1,2.6,30,0.5,1.0,3,1,0.02280934509687381,0.2851168137109226,1.3998063840273245,4.6147463209692,0.599917021725996,,20.854258374284626,2.399668086903984,0.38089969633396575,0.7617993926679315,1411759.6339829,4654152.639504065,605039.8431355285,,21032337.40423504,2420159.372542114,384152.2813558911,768304.5627117822,2099709576.0409863,6922119481.453799,899875532.588994,,31281387561.426933,3599502130.355976,571349544.5009485,1142699089.001897,0.11198451072218595,11.998340434519921,2.399668086903984,,291.95961723998477,2.399668086903984,1.5997787246026562,1.5997787246026562,31.011095276913025,31275905.73746732,46516642915.36954,312.0688358082402
KOR,South China Sea,2324808081.7529593,12800.0,1024000000.0,1024.0,232480808.17529595,219.23064063741575,116240404.08764797,116240404.08764797,109.61532031870787,109.61532031870787,0.1,328845960956.1236,,0.0,,16.0,365.0,1.0,2.2,10,0.2,3.5,10,0.2,0.18,14,0.01,4.0,3,1,1.8,30,0.5,1.3,3,1,0.017127393799798104,0.21409242249747631,0.4671581383445694,5.005265767977528,0.4504739191179775,,13.701915039838484,1.3860735972860845,0.34321822408988767,0.5460289928702758,495392.89413305075,5307781.0085684005,477700.290771156,,14530050.510955997,1469847.0485266338,363962.1263018332,579030.6554801891,700737207.5168539,7507898651.966291,675710878.6769662,,20552872559.757725,2079110395.9291267,514827336.1348314,819043489.3054137,0.08408846490202249,9.00947838235955,1.80189567647191,,219.23064063741575,1.80189567647191,1.201263784314607,1.201263784314607,21.900133679524806,23223764.53473726,32850200519.28721,234.33052640625033
KOR,Taiwan Strait,1748401893.2924511,12800.0,1024000000.0,1024.0,174840189.32924512,159.3254894346064,87420094.66462256,87420094.66462256,79.6627447173032,79.6627447173032,0.1,238988234151.9096,,0.0,,15.0,365.0,1.0,2.0,10,0.2,3.0,10,0.2,0.2,14,0.01,3.0,3,1,1.5,30,0.5,1.5,3,1,0.012447303862078625,0.1555912982759828,0.30555573316225887,4.365081902317983,0.43650819023179827,,10.621699295640425,0.8730163804635965,0.29100546015453216,0.4365081902317983,335309.95213827834,4790142.173403976,479014.21734039753,,11656012.621949675,958028.4346807951,319342.811560265,479014.2173403976,458333599.74338835,6547622853.4769745,654762285.3476974,,15932548943.46064,1309524570.6953948,436508190.2317983,654762285.3476976,0.06111114663245178,6.547622853476975,1.3095245706953949,,159.3254894346064,1.3095245706953949,0.8730163804635966,0.8730163804635966,17.32937515220239,19016864.428413786,25994062728.30359,170.29930533703381
KOR,Suez Canal,1067089098.38707,12800.0,1024000000.0,1024.0,106708909.838707,113.55114575039109,53354454.9193535,53354454.9193535,56.77557287519554,56.77557287519554,0.1,170326718625.58664,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.008871183261749304,0.1108897907718663,0.17421545649375073,2.302132817953134,0.18665941767187577,,,0.032632765327251,0.20070905126008146,0.24887922356250103,163717.77947856416,2163413.514538169,175411.9065841759,,,30666.41723499578,188614.95331631816,233882.5421122345,261323184.74062613,3453199226.9297013,279989126.50781363,,,48949147.9908765,301063576.8901222,373318835.34375155,0.04355386412343768,5.064692199496896,0.9332970883593787,,,0.9332970883593787,0.6221980589062526,0.6221980589062526,3.1452287322685937,2955707.1132644573,4717843098.402891,8.219236358151598
AUS,Strait of Malacca,665201188.546976,5200.0,416000000.0,416.0,66520118.8546976,62.5722900542564,33260059.4273488,33260059.4273488,31.2861450271282,31.2861450271282,0.1,93858435081.3846,,0.0,,14.0,365.0,1.0,2.1,10,0.2,4.2,10,0.2,0.08,14,0.01,4.0,3,1,2.6,30,0.5,1.0,3,1,0.012033132702741615,0.1504141587842702,0.30000413039711976,0.9890246057047901,0.12857319874162274,,4.469449289589742,0.5142927949664909,0.08163377697880808,0.16326755395761616,318932.0767006049,1051424.4286833128,136685.17572883068,,4751437.061049828,546740.7029153227,86784.23855798773,173568.47711597546,450006195.5956796,1483536908.5571854,192859798.1124341,,6704173934.384614,771439192.4497364,122450665.46821211,244901330.93642423,0.024000330431769582,2.571463974832455,0.5142927949664909,,62.5722900542564,0.5142927949664909,0.34286186331099394,0.34286186331099394,6.646245350336191,7065572.160751863,9969368025.504286,66.88206367607559
AUS,South China Sea,588813740.4798928,5200.0,416000000.0,416.0,58881374.04798929,56.30263275203044,29440687.023994643,29440687.023994643,28.15131637601522,28.15131637601522,0.1,84453949128.04565,,0.0,,16.0,365.0,1.0,2.2,10,0.2,3.5,10,0.2,0.18,14,0.01,4.0,3,1,1.8,30,0.5,1.3,3,1,0.01082742937539047,0.13534286719238087,0.11997516872578785,1.2854482363477269,0.11569034127129542,,3.5189145470019025,0.35597028083475507,0.088145021920987,0.1402307166924793,125470.20345081433,1344323.6084015819,120989.12475614235,,3680085.8779993304,372274.23001889954,92182.19029039418,146653.48455289984,179962753.08868176,1928172354.5215902,173535511.9069431,,5278371820.502853,533955421.2521326,132217532.88148046,210346075.03871894,0.021595530370641814,2.3138068254259085,0.4627613650851817,,56.30263275203044,0.4627613650851817,0.30850757672345447,0.30850757672345447,5.624374312794934,5881978.719470061,8436561469.1924,60.18057299144426
AUS,Taiwan Strait,421854428.1625234,5200.0,416000000.0,416.0,42185442.816252336,46.11393856885414,21092721.408126168,21092721.408126168,23.05696928442707,23.05696928442707,0.09999999999999999,69170907853.28122,,0.0,,15.0,365.0,1.0,2.0,10,0.2,3.0,10,0.2,0.2,14,0.01,3.0,3,1,1.5,30,0.5,1.5,3,1,0.008868065109395027,0.11085081386743784,0.08843769040602163,1.2633955772288803,0.12633955772288805,,3.0742625712569427,0.2526791154457761,0.0842263718152587,0.12633955772288805,80903.58896267573,1155765.556609653,115576.55566096528,,2812362.8544168225,231153.11132193057,77051.0371073102,115576.5556609653,132656535.6090325,1895093365.8433208,189509336.58433208,,4611393856.885414,379018673.16866416,126339557.72288805,189509336.5843321,0.017687538081204327,1.8950933658433207,0.3790186731686641,,46.11393856885414,0.3790186731686641,0.2526791154457761,0.2526791154457761,5.015680441598656,4588389.259740323,7523520662.397984,49.29011505000754
ESP,Suez Canal,1018964136.9340276,7800.0,624000000.0,624.0,101896413.69340275,110.37619609587195,50948206.846701376,50948206.846701376,55.18809804793597,55.18809804793597,0.09999999999999999,165564294143.80792,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.014150794371265634,0.17688492964082042,0.16934430085941998,2.2377639756423355,0.18144032234937854,,,0.03172033607506617,0.19509712080578334,0.24192042979917142,156334.22374878233,2065845.0995374804,167500.95401655248,,,29283.38356932735,180108.5527059704,223334.6053554033,254016451.28912997,3356645963.4635034,272160483.5240678,,,47580504.11259926,292645681.2086751,362880644.6987571,0.042336075214854996,4.923080746413137,0.9072016117468926,,,0.9072016117468926,0.6048010744979284,0.6048010744979284,3.0572864855311552,2822406.8189335163,4585929728.296732,7.989422194117635
ESP,Gibraltar Strait,1098379707.5124052,7800.0,624000000.0,624.0,109837970.7512405,107.19459226478222,54918985.37562025,54918985.37562025,53.59729613239111,53.59729613239111,0.09999999999999999,160791888397.1733,,0.0,,,0.0,,7.0,10,0.2,10.0,10,0.2,,14,0.01,5.0,3,1,5.0,30,0.5,10.0,3,1,0.013742896444202847,0.1717862055525356,,0.8810514432721825,0.1762102886544365,,,0.08810514432721825,0.058736762884812166,0.08390966126401739,,902777.8417910179,180555.56835820357,,,90277.78417910179,60185.18945273452,85978.84207533504,,1321577164.9082737,264315432.98165473,,,132157716.49082737,88105144.32721825,125864491.89602607,0.04111573401936853,4.405257216360913,0.8810514432721825,,,0.8810514432721825,0.5873676288481218,0.5873676288481218,1.2880133004026668,1319775.2258563929,1932019950.604,7.38321109462089
ESP,Bosporus Strait,531008482.1174768,7800.0,624000000.0,624.0,53100848.21174768,58.17921470032212,26550424.10587384,26550424.10587384,29.08960735016106,29.08960735016106,0.1,87268822050.48318,,0.0,,20.0,365.0,1.0,1.2,10,0.2,2.5,10,0.2,0.1,14,0.01,3.0,3,1,1.7,30,0.5,5.0,3,1,0.007458873679528477,0.09323592099410596,0.22315315227520813,1.4064274303059336,0.1593951087680058,,2.908960735016106,0.09563706526080348,0.12751608701440464,0.265658514613343,203674.48629163497,1283662.7287287917,145481.77592259637,,2655042.4105873844,87289.06555355784,116385.42073807713,242469.62653766066,334729728.4128122,2109641145.4589005,239092663.15200868,,4363441102.524159,143455597.89120522,191274130.52160698,398487771.9200146,0.022315315227520817,2.390926631520087,0.4781853263040174,,58.17921470032212,0.4781853263040174,0.3187902175360116,0.3187902175360116,5.186748093253805,4734005.514359703,7780122139.880707,62.186407734749785
ESP,Oresund Strait,347908496.71472126,7800.0,624000000.0,624.0,34790849.671472125,36.051324218764336,17395424.835736062,17395424.835736062,18.025662109382168,18.025662109382168,0.09999999999999999,54076986328.1465,,0.0,,,0.0,,,10,0.2,,10,0.2,,14,0.01,10.0,3,1,10.0,30,0.5,,3,1,0.004621964643431325,0.05777455804289156,,0.14815612692642877,0.029631225385285752,,,,,,,142976.09454029638,28595.218908059276,,,,,,,222234190.38964316,44446838.07792863,,,,,,0.01382790517980002,1.4815612692642877,0.29631225385285753,,,0.29631225385285753,0.1975415025685717,0.1975415025685717,0.17778735231171452,171571.31344835565,266681028.4675718,2.483096687286946
MEX,Panama Canal,1974510013.0452325,8800.0,704000000.0,704.0,197451001.30452326,192.16427495499974,98725500.65226163,98725500.65226163,96.08213747749987,96.08213747749987,0.1,288246412432.49963,40.0,250.0,0.33,25.0,365.0,1.0,3.5,10,0.2,5.0,10,0.2,0.2,14,0.01,4.0,3,1,4.2,30,0.5,1.25,3,1,0.021836849426704517,0.27296061783380643,0.3685342259410955,1.880276662964772,0.3948580992226022,1.0858597728621562,7.68657099819999,1.263545917512327,0.21059098625205452,0.30084426607436354,378673.153186757,1932005.8836059025,405721.23555723956,1115733.3977824089,7898040.052180931,1298307.9537831666,216384.65896386115,309120.9413769444,552801338.9116431,2820414994.4471583,592287148.8339033,1628789659.2932343,11529856497.299986,1895318876.2684908,315886479.3780818,451266399.1115454,0.07370684518821909,7.897161984452044,1.5794323968904087,43.434390914486244,192.16427495499974,1.5794323968904087,1.0529549312602726,1.0529549312602726,13.19108092902936,13553987.276437212,19786621393.544044,248.83430935542762
MEX,Gibraltar Strait,808521037.8153653,8800.0,704000000.0,704.0,80852103.78153653,81.30391083094935,40426051.89076827,40426051.89076827,40.651955415474674,40.651955415474674,0.1,121955866246.42401,,0.0,,,0.0,,7.0,10,0.2,10.0,10,0.2,,14,0.01,5.0,3,1,5.0,30,0.5,10.0,3,1,0.009239080776244244,0.11548850970305305,,0.6682513218982138,0.13365026437964275,,,0.06682513218982138,0.04455008812654759,0.06364298303792512,,664537.8393003002,132907.56786006005,,,66453.78393003003,44302.52262002003,63289.31802860003,,1002376982.8473207,200475396.56946415,,,100237698.28473207,66825132.18982139,95464474.55688767,0.031185061688583315,3.3412566094910687,0.6682513218982138,,,0.6682513218982138,0.44550088126547593,0.44550088126547593,0.9769197896321506,971491.0317390104,1465379684.448226,5.599946077507032
MEX,Suez Canal,388958720.60903287,8800.0,704000000.0,704.0,38895872.06090329,37.30485872851411,19447936.030451644,19447936.030451644,18.652429364257056,18.652429364257056,0.1,55957288092.771164,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.004239188491876603,0.05298985614845755,0.05723485174785727,0.7563176838109711,0.06132305544413279,,,0.010720813888834401,0.06593876929476643,0.08176407392551038,59675.85850439958,788573.8445224228,63938.419826142395,,,11178.045424150765,68750.98906036816,85251.22643485654,85852277.6217859,1134476525.7164564,91984583.16619918,,,16081220.8332516,98908153.94214964,122646110.88826557,0.014308712936964318,1.6638989043841363,0.3066152772206639,,,0.3066152772206639,0.20441018481377596,0.20441018481377596,1.0332992481120722,1077368.3837723401,1549948872.1681082,2.7002585413899802
IDN,Strait of Malacca,983706128.342467,4400.0,352000000.0,352.0,98370612.8342467,97.17963371131478,49185306.41712335,49185306.41712335,48.58981685565739,48.58981685565739,0.1,145769450566.97217,,0.0,,14.0,365.0,1.0,2.1,10,0.2,4.2,10,0.2,0.08,14,0.01,4.0,3,1,2.6,30,0.5,1.0,3,1,0.022086280388935176,0.2760785048616897,0.46592975067068737,1.5360321450681997,0.19968417885886597,,6.941402407951055,0.7987367154354639,0.1267836056246768,0.2535672112493536,471639.9245477582,1554856.894113488,202131.39623475345,,7026472.345303335,808525.5849390138,128337.39443476411,256674.78886952822,698894626.006031,2304048217.602299,299526268.28829896,,10412103611.926582,1198105073.1531959,190175408.43701524,380350816.8740305,0.037274380053654986,3.9936835771773196,0.7987367154354639,,97.17963371131478,0.7987367154354639,0.5324911436236426,0.5324911436236426,10.322136014858302,10448638.32844264,15483204022.287453,103.87304738666397
IDN,South China Sea,730627587.4089637,4400.0,352000000.0,352.0,73062758.74089637,73.15353355080042,36531379.37044819,36531379.37044819,36.57676677540021,36.57676677540021,0.1,109730300326.20062,,0.0,,16.0,365.0,1.0,2.2,10,0.2,3.5,10,0.2,0.18,14,0.01,4.0,3,1,1.8,30,0.5,1.3,3,1,0.01662580307972737,0.2078225384965921,0.15588271989516073,1.6701719988767219,0.15031547989890495,,4.572095846925026,0.4625091689197075,0.11452607992297521,0.18220058169564235,155689.2880323515,1668099.5146323373,150128.95631691033,,4566422.421306023,461935.25020587794,114383.96671764598,181974.4925053459,233824079.84274104,2505257998.3150826,225473219.8483574,,6858143770.387539,693763753.3795612,171789119.88446283,273300872.5434635,0.02805888958112893,3.0063095979780994,0.6012619195956198,,73.15353355080042,0.6012619195956198,0.4008412797304132,0.4008412797304132,7.307701876134138,7298633.889716493,10961552814.201206,78.19210843701171
IDN,Taiwan Strait,437566606.2289102,4400.0,352000000.0,352.0,43756660.622891024,44.400097797123095,21878330.311445512,21878330.311445512,22.200048898561548,22.200048898561548,0.1,66600146695.68464,,0.0,,15.0,365.0,1.0,2.0,10,0.2,3.0,10,0.2,0.2,14,0.01,3.0,3,1,1.5,30,0.5,1.5,3,1,0.010090931317527977,0.1261366414690997,0.08515087248763335,1.216441035537619,0.12164410355376189,,2.960006519808206,0.24328820710752377,0.08109606903584127,0.1216441035537619,83916.88338636635,1198812.6198052333,119881.26198052334,,2917110.708192735,239762.52396104668,79920.8413203489,119881.26198052336,127726308.73145,1824661553.3064284,182466155.33064282,,4440009779.712309,364932310.66128564,121644103.5537619,182466155.33064285,0.017030174497526668,1.8246615533064285,0.3649323106612857,,44.400097797123095,0.3649323106612857,0.2432882071075238,0.2432882071075238,4.829270911084347,4759286.100626777,7243906366.62652,47.45823056046468
IDN,Korea Strait,164259241.1713859,4400.0,352000000.0,352.0,16425924.117138593,17.82368831534804,8212962.058569296,8212962.058569296,8.91184415767402,8.91184415767402,0.1,26735532473.02206,,0.0,,18.0,365.0,1.0,2.5,10,0.2,4.0,10,0.2,0.15,14,0.01,3.0,3,1,2.0,30,0.5,1.8,3,1,0.004050838253488191,0.05063547816860239,0.04557655459632376,0.3662401708633159,0.04883202278177544,,0.9902049064082243,0.08138670463629241,0.024416011390887726,0.039065618225420366,42002.363039258504,337518.98870832723,45002.53182777696,,912551.3398410329,75004.21971296161,22501.26591388848,36002.02546222157,68364831.89448564,549360256.2949739,73248034.17266317,,1485307359.6123366,122080056.95443863,36624017.08633159,58598427.33813055,0.006836483189448564,0.7324803417266318,0.14649606834532633,,17.82368831534804,0.14649606834532633,0.0976640455635509,0.0976640455635509,1.5957219889022398,1470582.7345054671,2393582983.35336,19.051325368081873
NLD,Suez Canal,1690349151.0952444,13500.0,1080000000.0,1080.0,169034915.10952443,164.54576404062547,84517457.55476221,84517457.55476221,82.27288202031274,82.27288202031274,0.09999999999999999,246818646060.93823,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.012188575114120406,0.15235718892650507,0.25245377496643906,3.3359963120565164,0.27048618746404185,,,0.04728779501119612,0.29084536286456114,0.3606482499520558,259341.2396200923,3427009.2378369337,277865.61387867026,,,48577.904524243044,298780.2299770648,370487.48517156043,378680662.4496587,5003994468.084775,405729281.19606286,,,70931692.51679417,436268044.29684174,540972374.9280838,0.06311344374160976,7.339191886524335,1.3524309373202092,,,1.3524309373202092,0.9016206248801396,0.9016206248801396,4.55771768231481,4682061.711008565,6836576523.472216,11.910408454666644
NLD,Gibraltar Strait,1502273373.4319844,13500.0,1080000000.0,1080.0,150227337.34319845,149.97026757374596,75113668.67159922,75113668.67159922,74.98513378687298,74.98513378687298,0.1,224955401360.61893,,0.0,,,0.0,,7.0,10,0.2,10.0,10,0.2,,14,0.01,5.0,3,1,5.0,30,0.5,10.0,3,1,0.011108908709166367,0.1388613588645796,,1.2326323362225695,0.2465264672445139,,,0.12326323362225695,0.08217548908150464,0.11739355583072089,,1234745.2384372475,246949.0476874495,,,123474.52384372475,82316.34922914984,117594.78461307118,,1848948504.3338542,369789700.8667708,,,184894850.4333854,123263233.62225695,176090333.74608135,0.05752284235705325,6.163161681112848,1.2326323362225693,,,1.2326323362225693,0.8217548908150463,0.8217548908150463,1.801991082001566,1805079.9438106427,2702986623.002349,10.329458977545132
NLD,Bosporus Strait,1193087479.1343257,13500.0,1080000000.0,1080.0,119308747.91343257,125.60687167360723,59654373.956716284,59654373.956716284,62.803435836803615,62.803435836803615,0.09999999999999999,188410307510.41086,,0.0,,20.0,365.0,1.0,1.2,10,0.2,2.5,10,0.2,0.1,14,0.01,3.0,3,1,1.7,30,0.5,5.0,3,1,0.009304212716563499,0.11630265895704373,0.48177978176178116,3.0364271959776126,0.3441284155441293,,6.280343583680362,0.20647704932647765,0.27530273243530357,0.5735473592402157,457622.5947364537,2884176.0172465565,326873.28195460973,,5965437.395671628,196123.96917276585,261498.6255636878,544788.803257683,722669672.6426718,4554640793.966418,516192623.31619406,,9420515375.520544,309715573.9897165,412954098.65295535,860321038.8603235,0.048177978176178124,5.161926233161941,1.0323852466323882,,125.60687167360723,1.0323852466323882,0.6882568310882587,0.6882568310882587,11.198006117965882,10636520.687603384,16797009176.948822,134.25826004038663
NLD,Oresund Strait,684066098.6361696,13500.0,1080000000.0,1080.0,68406609.86361696,65.080338921962,34203304.93180848,34203304.93180848,32.540169460981,32.540169460981,0.1,97620508382.943,,0.0,,,0.0,,,10,0.2,,10,0.2,,14,0.01,10.0,3,1,10.0,30,0.5,,3,1,0.004820765846071259,0.060259573075890735,,0.26745344762450135,0.05349068952490027,,,,,,,281123.0542340423,56224.61084680846,,,,,,,401180171.436752,80236034.2873504,,,,,,0.024962321778286795,2.674534476245013,0.5349068952490027,,,0.5349068952490027,0.3566045968326685,0.3566045968326685,0.3209441371494016,337347.66508085077,481416205.72410244,4.4825197821866425
SAU,Strait of Hormuz,714081509.8562899,3500.0,280000000.0,280.0,71408150.98562899,78.0079357922068,35704075.492814496,35704075.492814496,39.0039678961034,39.0039678961034,0.1,117011903688.3102,,0.0,,17.0,365.0,1.0,0.8,10,0.2,2.0,10,0.2,0.13,14,0.01,2.5,3,1,1.3,37,0.44,2.0,3,1,0.022287981654916227,0.27859977068645286,0.23016040065140048,2.6764366590034276,0.25646444644013194,,4.588702105423929,0.3205805580501649,0.21372037203344327,0.5343009300836082,210687.90596392113,2449999.3636375973,234766.5237883693,,4200479.469742882,293458.1547354616,195638.76982364108,489096.9245591026,345240600.9771007,4014654988.5051413,384696669.6601979,,6883053158.135894,480870837.07524735,320580558.0501649,801451395.1254123,0.02992085208468206,3.4793676567044565,0.6411611161003298,,78.0079357922068,0.6411611161003298,0.42744074406688654,0.42744074406688654,8.820365471686106,8074127.112250975,13230548207.52916,83.65442802133038
SAU,Suez Canal,358614084.0187061,3500.0,280000000.0,280.0,35861408.40187061,38.4678244089513,17930704.200935304,17930704.200935304,19.23391220447565,19.23391220447565,0.1,57701736613.426956,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.010990806973986087,0.1373850871748261,0.05901912786030885,0.7798956181540811,0.06323477985033091,,,0.01105503144236554,0.06799438693583969,0.0843130398004412,55020.24302752751,727053.2114351849,58950.26038663661,,,10305.989578083323,63387.37675982432,78600.34718218216,88528691.79046328,1169843427.2311218,94852169.77549636,,,16582547.163548311,101991580.40375954,126469559.70066184,0.014754781965077212,1.7157703599389786,0.3161738992516545,,,0.3161738992516545,0.210782599501103,0.210782599501103,1.0655119840433673,993317.4283694387,1598267976.065051,2.7844381394095707
SAU,Bab el-Mandeb Strait,348346607.04170084,3500.0,280000000.0,280.0,34834660.704170085,32.812613706236824,17417330.352085043,17417330.352085043,16.406306853118412,16.406306853118412,0.1,49218920559.35524,,0.0,,,0.0,,1.4,10,0.2,3.6,10,0.2,0.26,14,0.01,3.0,3,1,2.0,37,0.44,2.9,3,1,0.009375032487496236,0.11718790609370294,0.04840638481425875,0.7317662344349802,0.0898975717979091,,,0.09299748806680252,0.04994309544328284,0.12842510256844158,51389.383546720885,776860.6524162863,95437.42658676735,,,98728.37233113866,53020.79254820409,136339.1808382391,72609577.22138813,1097649351.6524704,134846357.69686365,,,139496232.10020378,74914643.16492426,192637653.85266238,0.012585660051707276,1.4635324688699605,0.2696927153937273,,,0.2696927153937273,0.17979514359581822,0.17979514359581822,1.1414358771256752,1211775.8082673564,1712153815.6885126,2.375093846900759
ARE,Strait of Hormuz,594099428.8382174,2100.0,168000000.0,168.0,59409942.88382173,55.30147888671889,29704971.441910867,29704971.441910867,27.650739443359445,27.650739443359445,0.09999999999999999,82952218330.07834,,0.0,,17.0,365.0,1.0,0.8,10,0.2,2.0,10,0.2,0.13,14,0.01,2.5,3,1,1.3,37,0.44,2.0,3,1,0.026334037565104232,0.3291754695638029,0.16316558575638873,1.897382668652863,0.18181308127140455,,3.2530281698069934,0.22726635158925568,0.15151090105950382,0.37877725264875955,175287.50271306728,2038343.2458348111,195320.36016598926,,3494702.522577749,244150.45020748654,162766.96680499104,406917.41701247764,244748378.6345831,2846074002.9792943,272719621.9071069,,4879542254.71049,340899527.38388354,227266351.58925572,568165878.9731393,0.021211526148330533,2.466597469248722,0.45453270317851135,,55.30147888671889,0.45453270317851135,0.30302180211900764,0.30302180211900764,6.252944010785169,6717488.465316572,9379416016.177753,59.304396892710976
ARE,Suez Canal,264894449.10828915,2100.0,168000000.0,168.0,26489444.910828914,28.26101453514307,13244722.455414457,13244722.455414457,14.130507267571534,14.130507267571534,0.09999999999999999,42391521802.71461,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.013457625969115747,0.16822032461394684,0.043359364766246904,0.5729630344111197,0.046456462249550246,,,0.008121759134536756,0.049953185214570164,0.061941949666067,40641.34013716217,537046.2803839287,43544.29300410233,,,7612.638637080824,46821.820434518624,58059.05733880311,65039047.14937036,859444551.6166798,69684693.37432538,,,12182638.701805133,74929777.82185525,92912924.4991005,0.010839841191561726,1.2605186757044635,0.23228231124775123,,,0.23228231124775123,0.15485487416516752,0.15485487416516752,0.7827957554420908,733725.4299355957,1174193633.1631365,2.0456328877218626
